book,source_reference,analysis_profile,mapping_status,mapping_confidence,reference_gap,disputed_passage,risk_type,endpoint_count,sample_ordinal
MIC,Mic.5.15,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,10,1
MIC,Mic.5.8-Mic.5.15,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
MIC,Mic.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,31,1
MIC,Mic.1.1-Mic.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
MIC,Mic.1.1-Mic.1.9,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
MIC,Mic.5.15,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,10,1
MRK,Mark.16.10,critical_core,excluded_by_profile,profile_excluded,False,True,disputed_passage,10,1
MRK,Mark.16.10-Mark.16.13,critical_core,excluded_by_profile,profile_excluded,False,True,disputed_passage,1,2
MRK,Mark.16.10-Mark.16.14,critical_core,excluded_by_profile,profile_excluded,False,True,disputed_passage,1,3
MRK,Mark.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,36,1
MRK,Mark.1.1-Mark.1.11,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,2
MRK,Mark.1.1-Mark.1.12,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
MRK,Mark.15.21-Mark.15.32,critical_core,mapped_partial,partial_provisional,True,False,reference_gap,1,1
MRK,Mark.15.22-Mark.15.32,critical_core,mapped_partial,partial_provisional,True,False,reference_gap,1,2
MRK,Mark.15.24-Mark.15.32,critical_core,mapped_partial,partial_provisional,True,False,reference_gap,1,3
MRK,Mark.16.10,edition_complete,mapped_provisional,provisional_mechanical,False,True,disputed_passage,10,1
MRK,Mark.16.10-Mark.16.13,edition_complete,mapped_provisional,provisional_mechanical,False,True,disputed_passage,1,2
MRK,Mark.16.10-Mark.16.14,edition_complete,mapped_provisional,provisional_mechanical,False,True,disputed_passage,1,3
MRK,Mark.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,36,1
MRK,Mark.1.1-Mark.1.11,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,2
MRK,Mark.1.1-Mark.1.12,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
MRK,Mark.15.21-Mark.15.32,edition_complete,mapped_partial,partial_provisional,True,False,reference_gap,1,1
MRK,Mark.15.22-Mark.15.32,edition_complete,mapped_partial,partial_provisional,True,False,reference_gap,1,2
MRK,Mark.15.24-Mark.15.32,edition_complete,mapped_partial,partial_provisional,True,False,reference_gap,1,3
NAM,Nah.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,28,1
NAM,Nah.1.1-Nah.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
NAM,Nah.1.1-Nah.1.3,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,3
NAM,Nah.1.15,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,42,1
NAM,Nah.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,28,1
NAM,Nah.1.1-Nah.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
NAM,Nah.1.1-Nah.1.3,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,3
NAM,Nah.1.15,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,42,1
NEH,Neh.4.16-Neh.4.18,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
NEH,Neh.4.16-Neh.4.21,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
NEH,Neh.4.17-Neh.4.18,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
NEH,Neh.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,14,1
NEH,Neh.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,19,2
NEH,Neh.1.10-Neh.1.11,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
NEH,Neh.4.18,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,1
NEH,Neh.4.18-Neh.4.21,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,2
NEH,Neh.4.20,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,13,3
NEH,Neh.4.16-Neh.4.18,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
NEH,Neh.4.16-Neh.4.21,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
NEH,Neh.4.17-Neh.4.18,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
NEH,Neh.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,14,1
NEH,Neh.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,19,2
NEH,Neh.1.10-Neh.1.11,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
NEH,Neh.4.18,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,1
NEH,Neh.4.18-Neh.4.21,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,2
NEH,Neh.4.20,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,13,3
NUM,Num.16.1-Num.16.50,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,2,1
NUM,Num.16.19-Num.16.41,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
NUM,Num.16.35-Num.16.40,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,4,3
NUM,Num.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,19,1
NUM,Num.1.1-Num.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
NUM,Num.1.1-Num.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
NUM,Num.16.37,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,1
NUM,Num.16.37-Num.16.38,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,2
NUM,Num.16.38,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,22,3
NUM,Num.16.1-Num.16.50,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,2,1
NUM,Num.16.19-Num.16.41,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
NUM,Num.16.35-Num.16.40,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,4,3
NUM,Num.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,19,1
NUM,Num.1.1-Num.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
NUM,Num.1.1-Num.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
NUM,Num.16.37,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,1
NUM,Num.16.37-Num.16.38,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,2
NUM,Num.16.38,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,22,3
OBA,Obad.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,27,1
OBA,Obad.1.1-Obad.1.14,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,2
OBA,Obad.1.1-Obad.1.16,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,3
OBA,Obad.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,27,1
OBA,Obad.1.1-Obad.1.14,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,2
OBA,Obad.1.1-Obad.1.16,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,3
PHM,Phlm.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,22,1
PHM,Phlm.1.1-Phlm.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,2
PHM,Phlm.1.1-Phlm.1.25,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
PHM,Phlm.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,22,1
PHM,Phlm.1.1-Phlm.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,2
PHM,Phlm.1.1-Phlm.1.25,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
PHP,Phil.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,59,1
PHP,Phil.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,68,2
PHP,Phil.1.11,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,80,3
PHP,Phil.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,59,1
PHP,Phil.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,68,2
PHP,Phil.1.11,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,80,3
PRO,Prov.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,15,1
PRO,Prov.1.1-Prov.1.31,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
PRO,Prov.1.1-Prov.1.33,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
PRO,Prov.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,15,1
PRO,Prov.1.1-Prov.1.31,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
PRO,Prov.1.1-Prov.1.33,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
PSA,Ps.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,74,1
PSA,Ps.1.1-Ps.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,9,2
PSA,Ps.1.1-Ps.1.3,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,16,3
PSA,Ps.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,74,1
PSA,Ps.1.1-Ps.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,9,2
PSA,Ps.1.1-Ps.1.3,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,16,3
REV,Rev.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,46,1
REV,Rev.1.1-Rev.1.3,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,2
REV,Rev.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,47,3
REV,Rev.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,46,1
REV,Rev.1.1-Rev.1.3,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,2
REV,Rev.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,47,3
ROM,Rom.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,100,1
ROM,Rom.1.1-Rom.1.4,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
ROM,Rom.1.1-Rom.1.5,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
ROM,Rom.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,100,1
ROM,Rom.1.1-Rom.1.4,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
ROM,Rom.1.1-Rom.1.5,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
RUT,Ruth.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,28,1
RUT,Ruth.1.1-Ruth.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
RUT,Ruth.1.1-Ruth.1.4,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,3
RUT,Ruth.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,28,1
RUT,Ruth.1.1-Ruth.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
RUT,Ruth.1.1-Ruth.1.4,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,3
SNG,Song.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,5,1
SNG,Song.1.1-Song.1.17,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
SNG,Song.1.1-Song.1.7,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
SNG,Song.6.13,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,24,1
SNG,Song.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,5,1
SNG,Song.1.1-Song.1.17,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
SNG,Song.1.1-Song.1.7,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
SNG,Song.6.13,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,24,1
TIT,Titus.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,47,1
TIT,Titus.1.1-Titus.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,2
TIT,Titus.1.1-Titus.1.3,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,3
TIT,Titus.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,47,1
TIT,Titus.1.1-Titus.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,2
TIT,Titus.1.1-Titus.1.3,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,3
ZEC,Zech.1.1-Zech.1.21,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
ZEC,Zech.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,19,1
ZEC,Zech.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,17,2
ZEC,Zech.1.10-Zech.1.11,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,5,3
ZEC,Zech.1.18,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,15,1
ZEC,Zech.1.18-Zech.1.19,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,2
ZEC,Zech.1.18-Zech.1.20,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,3
ZEC,Zech.1.1-Zech.1.21,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
ZEC,Zech.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,19,1
ZEC,Zech.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,17,2
ZEC,Zech.1.10-Zech.1.11,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,5,3
ZEC,Zech.1.18,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,15,1
ZEC,Zech.1.18-Zech.1.19,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,2
ZEC,Zech.1.18-Zech.1.20,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,3
ZEP,Zeph.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,12,1
ZEP,Zeph.1.1-Zeph.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
ZEP,Zeph.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,27,3
ZEP,Zeph.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,12,1
ZEP,Zeph.1.1-Zeph.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
ZEP,Zeph.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,27,3
unresolved,1Thess.5.28-2Thess.1.2,critical_core,unresolved_reference,unresolved,False,False,unresolved_reference,1,1
unresolved,2Chr.36.21-Ezra.1.2,critical_core,unresolved_reference,unresolved,False,False,unresolved_reference,1,2
unresolved,2Chr.36.21-Ezra.1.5,critical_core,unresolved_reference,unresolved,False,False,unresolved_reference,1,3
unresolved,1Thess.5.28-2Thess.1.2,edition_complete,unresolved_reference,unresolved,False,False,unresolved_reference,1,1
unresolved,2Chr.36.21-Ezra.1.2,edition_complete,unresolved_reference,unresolved,False,False,unresolved_reference,1,2
unresolved,2Chr.36.21-Ezra.1.5,edition_complete,unresolved_reference,unresolved,False,False,unresolved_reference,1,3
